7550.07	9812.02	0
7555.07	9812.02	0
7560.07	9812.02	0
7565.07	9812.02	0
7570.07	9812.02	0
7575.07	9812.02	0
7580.07	9812.02	0
7585.07	9812.02	0
7590.07	9812.02	0
7595.07	9812.02	0
7600.07	9812.02	0
7605.07	9812.02	0
7610.07	9812.02	0
7615.07	9812.02	0
7620.07	9812.02	0
7625.07	9812.02	0
7630.07	9812.02	0
7635.07	9812.02	0
7640.07	9812.02	0
7645.07	9812.02	0
7650.07	9812.02	0
7655.07	9812.02	0
7660.07	9812.02	0
7665.07	9812.02	0
7550.07	9817.02	0
7555.07	9817.02	0
7560.07	9817.02	0
7565.07	9817.02	0
7570.07	9817.02	0
7575.07	9817.02	0
7580.07	9817.02	0
7585.07	9817.02	0
7590.07	9817.02	0
7595.07	9817.02	0
7600.07	9817.02	0
7605.07	9817.02	0
7610.07	9817.02	0
7615.07	9817.02	0
7620.07	9817.02	0
7625.07	9817.02	0
7630.07	9817.02	0
7635.07	9817.02	0
7640.07	9817.02	0
7645.07	9817.02	0
7650.07	9817.02	0
7655.07	9817.02	0
7660.07	9817.02	0
7665.07	9817.02	0
7550.07	9822.02	0
7555.07	9822.02	0
7560.07	9822.02	0
7565.07	9822.02	0
7570.07	9822.02	0
7575.07	9822.02	0
7580.07	9822.02	0
7585.07	9822.02	0
7590.07	9822.02	0
7595.07	9822.02	0
7600.07	9822.02	0
7605.07	9822.02	0
7610.07	9822.02	0
7615.07	9822.02	0
7620.07	9822.02	0
7625.07	9822.02	0
7630.07	9822.02	0
7635.07	9822.02	0
7640.07	9822.02	0
7645.07	9822.02	0
7650.07	9822.02	0
7655.07	9822.02	0
7660.07	9822.02	0
7665.07	9822.02	0
7550.07	9827.02	0
7555.07	9827.02	0
7560.07	9827.02	0
7565.07	9827.02	0
7570.07	9827.02	0
7575.07	9827.02	0
7580.07	9827.02	0
7585.07	9827.02	0
7590.07	9827.02	0
7595.07	9827.02	0
7600.07	9827.02	0
7605.07	9827.02	0
7610.07	9827.02	0
7615.07	9827.02	0
7620.07	9827.02	0
7625.07	9827.02	0
7630.07	9827.02	0
7635.07	9827.02	0
7640.07	9827.02	0
7645.07	9827.02	0
7650.07	9827.02	0
7655.07	9827.02	0
7660.07	9827.02	0
7665.07	9827.02	0
7550.07	9832.02	0
7555.07	9832.02	0
7560.07	9832.02	0
7565.07	9832.02	0
7570.07	9832.02	0
7575.07	9832.02	0
7580.07	9832.02	0
7585.07	9832.02	0
7590.07	9832.02	0
7595.07	9832.02	0
7600.07	9832.02	0
7605.07	9832.02	0
7610.07	9832.02	0
7615.07	9832.02	0
7620.07	9832.02	0
7625.07	9832.02	0
7630.07	9832.02	0
7635.07	9832.02	0
7640.07	9832.02	0
7645.07	9832.02	0
7650.07	9832.02	0
7655.07	9832.02	0
7660.07	9832.02	0
7665.07	9832.02	0
7550.07	9837.02	0
7555.07	9837.02	0
7560.07	9837.02	0
7565.07	9837.02	0
7570.07	9837.02	0
7575.07	9837.02	0
7580.07	9837.02	0
7585.07	9837.02	0
7590.07	9837.02	0
7595.07	9837.02	0
7600.07	9837.02	0
7605.07	9837.02	0
7610.07	9837.02	0
7615.07	9837.02	0
7620.07	9837.02	0
7625.07	9837.02	0
7630.07	9837.02	0
7635.07	9837.02	0
7640.07	9837.02	0
7645.07	9837.02	0
7650.07	9837.02	0
7655.07	9837.02	0
7660.07	9837.02	0
7665.07	9837.02	0
7550.07	9842.02	0
7555.07	9842.02	0
